Incident Id;Date of Arrest;Time of Arrest;Primary Charge;Address;Arrestee's Age;Arrestee's Race;Arrestee's Gender;Arrestee's Ethnicity;Type of Arrest;Drugs or Alcohol Present;Weapon Present
31423;2014-01-19;16:15;WARRANT FOR ARREST;FORDHAM BLVD CHAPEL HILL NC 27514;55;B;F;;TAKEN INTO CUSTODY (WARRANT/LP);N;UNARMED
31431;2014-01-21;15:44;DAMAGE-PERSONAL PROP;828 MARTIN LUTHER KING JR BLVD CHAPEL HILL NC 27514;31;W;M;;TAKEN INTO CUSTODY (WARRANT/LP);;UNARMED
31434;2014-01-22;9:11;POSS MARIJUANA MISD;500 UMSTEAD DR CHAPEL HILL NC 27516;31;B;M;;SUMMONED/CITED;Y;UNARMED
31437;2014-01-22;15:55;PROBATION VIOLATION;207 FAN BRANCH LN CHAPEL HILL NC 27516;34;W;M;N;TAKEN INTO CUSTODY (WARRANT/LP);N;UNARMED
31451;2014-01-25;20:24;DRIVING W/LIC REVOKED;FORDHAM BLVD/SERVICE RD CHAPEL HILL NC 27514;38;B;F;N;ON VIEW;N;UNARMED
31454;2014-01-26;3:11;OPEN BEVERAGE;111 CALDWELL ST CHAPEL HILL NC 27516;30;B;M;;SUMMONED/CITED;U;UNARMED
31530;2014-02-02;18:10;DAMAGE-PERSONAL PROP;127 EAST FRANKLIN STREET CHAPEL HILL NC;58;B;M;N;ON VIEW;Y;UNARMED
31486;2014-02-05;11:46;BREAKING/LARC-FELONY;409 W FRANKLIN ST CHAPEL HILL NC 27516;33;B;M;N;ON VIEW;N;UNARMED
31491;2014-02-07;20:16;FAIL TO APPEAR/COMPL;1501 E FRANKLIN ST CHAPEL HILL NC 27514;23;W;M;N;TAKEN INTO CUSTODY (WARRANT/LP);U;UNARMED
31493;2014-02-08;1:48;IMPAIRED DRIVING DWI;RALEIGH RD/E BARBEE CHAPEL RD CHAPEL HILL NC 27517;36;W;M;N;ON VIEW;Y;UNARMED
31492;2014-02-08;2:22;OPEN CONTAINER;600 BLK CHURCH ST CHAPEL HILL NC 27516;21;W;M;N;SUMMONED/CITED;Y;UNARMED
31506;2014-02-13;19:44;LARCENY OF MOTOR VEHICLE;175 E FRANKLIN ST CHAPEL HILL NC 27514;26;W;M;N;TAKEN INTO CUSTODY (WARRANT/LP);U;UNARMED
31508;2014-02-14;19:00;WARRANT FOR ARREST;MARTIN LUTHER KING JR BLVD & HOMESTEAD RD CHAPEL HILL NC 27514;23;B;M;N;TAKEN INTO CUSTODY (WARRANT/LP);N;UNARMED
31517;2014-02-17;15:23;FAIL TO APPEAR/COMPL;175 E FRANKLIN ST CHAPEL HILL NC 27514;61;W;M;;TAKEN INTO CUSTODY (WARRANT/LP);N;UNARMED
31527;2014-02-20;11:05;POSS MARIJUANA MISD;500 WEAVER DAIRY RD CHAPEL HILL NC 27514;;;;;ON VIEW;Y;UNARMED
31529;2014-02-20;18:10;DRUNK / DISRUPTIVE;127 E FRANKLIN ST CHAPEL HILL NC 27514;69;B;M;;ON VIEW;Y;UNARMED
31531;2014-02-21;1:25;FORGERY OF INSTRUMENT;159 E FRANKLIN ST CHAPEL HILL NC 27514;24;B;M;N;TAKEN INTO CUSTODY (WARRANT/LP);N;UNARMED
31537;2014-02-21;8:35;ASSAULT ON FEMALE;106 GREEN WILLOW CT CHAPEL HILL NC 27514;41;A;M;;TAKEN INTO CUSTODY (WARRANT/LP);N;UNARMED
31538;2014-02-21;16:29;IMPAIRED DRIVING DWI;FORDHAM BLVD @ ESTES DR CHAPEL HILL NC 27516;40;B;M;;ON VIEW;Y;UNARMED
31539;2014-02-21;19:42;OPEN CONTAINER;175 E FRANKLIN ST CHAPEL HILL NC 27514;44;W;M;N;SUMMONED/CITED;Y;UNARMED
31540;2014-02-21;20:58;DRUNK / DISRUPTIVE;400 W ROSEMARY ST CHAPEL HILL NC 27516;44;W;M;N;ON VIEW;Y;UNARMED
31543;2014-02-22;2:40;CCW;201 HENDERSON ST CHAPEL HILL NC 27514;21;B;M;N;ON VIEW;Y;SHOTGUN
31547;2014-02-22;22:51;FAIL TO APPEAR/COMPL;ARLEN PARK DR NEAR 15-501S CHAPEL HILL NC 27516;36;W;M;N;TAKEN INTO CUSTODY (WARRANT/LP);N;UNARMED
31555;2014-02-23;15:15;OPEN CONTAINER;100 W ROSEMARY ST CHAPEL HILL NC 27516;45;B;M;N;SUMMONED/CITED;Y;UNARMED
31558;2014-02-24;19:10;FAIL TO APPEAR/COMPL;828 MARTIN LUTHER KING JR BLVD CHAPEL HILL NC 27514;25;B;M;N;TAKEN INTO CUSTODY (WARRANT/LP);N;UNARMED
31559;2014-02-25;0:47;OPEN CONTAINER;214 NUNN LN CHAPEL HILL NC 27516;23;W;M;N;SUMMONED/CITED;Y;UNARMED
31561;2014-02-25;2:06;UNDERAGE POSSESSION;105 E FRANKLIN ST CHAPEL HILL NC 27514;19;W;M;N;SUMMONED/CITED;Y;UNARMED
31562;2014-02-25;19:13;DRUNK / DISRUPTIVE;110 N COLUMBIA ST CHAPEL HILL NC;21;B;F;N;ON VIEW;Y;UNARMED
31577;2014-02-27;21:09;DRIVING W/LIC REVOKED;1320 EPHESUS CHURCH RD CHAPEL HILL NC 27517;44;W;M;H;ON VIEW;N;UNARMED
31578;2014-02-28;0:25;CONCEALING MDSE/SHOPLIFTING;137 E FRANKLIN ST CHAPEL HILL NC 27514;52;B;M;;ON VIEW;N;UNARMED
31579;2014-02-28;4:54;1ST DEGREE TRESPASS;133 W FRANKLIN ST CHAPEL HILL NC 27516;34;W;M;N;ON VIEW;Y;UNARMED
31580;2014-02-28;17:42;TRESPASSING;1213 MARTIN LUTHER KING JR BLVD CHAPEL HILL NC 27516;28;B;M;;SUMMONED/CITED;N;UNARMED
31593;2014-03-06;19:00;BREAKING AND ENTERING RESIDENCE;PARK PLACE AT BATTLE LANE CHAPEL HILL NC;32;B;M;;ON VIEW;;UNARMED
31603;2014-03-11;19:11;TRESPASSING;MLK/PERKINS DRIVE CHAPEL HILL NC 27514;49;B;M;N;ON VIEW;Y;UNARMED
31605;2014-03-12;17:25;UNDERAGE POSSESSION;500 UMSTEAD DR CHAPEL HILL NC 27516;;;;;ON VIEW;U;UNARMED
31612;2014-03-14;16:21;POSS STOLEN GOODS;800 PRITCHARD AVENUE EXT CHAPEL HILL NC 27516;58;B;M;;ON VIEW;U;UNARMED
31621;2014-03-17;6:58;COMMUNICATE THREATS;500 UMSTEAD DR CHAPEL HILL NC 27516;42;W;M;;SUMMONED/CITED;N;UNARMED
31655;2014-03-21;1:40;GIVE/SELL MALT BEV TO MINOR;1 EUROPA DR CHAPEL HILL NC 27517;48;W;M;N;SUMMONED/CITED;N;UNARMED
31635;2014-03-21;22:30;SELL MALT BEV TO MINOR;116 OLD DURHAM RD CHAPEL HILL NC 27517;22;A;F;N;SUMMONED/CITED;N;UNARMED
31657;2014-03-21;23:20;SELL MALT BEV TO MINOR;159 E FRANKLIN ST CHAPEL HILL NC 27514;47;W;M;;SUMMONED/CITED;N;UNARMED
31646;2014-03-23;2:41;AFFRAY/ASSAULT & BATTERY;100 BLOCK WEST FRANKLIN STREET CHAPEL HILL NC 27516;23;W;M;N;SUMMONED/CITED;Y;UNARMED
31665;2014-03-26;17:09;PHYSICAL SIMPLE ASSAULT-NON AGGRAVATED;BURNING TREE DRIVE CHAPEL HILL NC 27514;;;;;ON VIEW;U;UNARMED
31668;2014-03-27;11:00;DRIVING W/LIC REVOKED;AIRPORT RD CHAPEL HILL NC 27514;25;B;M;N;ON VIEW;N;UNARMED
31667;2014-03-27;12:30;ASSAULT ON GOVERNMENT OFFICIAL;201 HILLCREST ROAD CHAPEL HILL NC 27514;40;W;F;;ON VIEW;Y;UNARMED
31669;2014-03-27;16:53;FAIL TO APPEAR/COMPL;100 N COLUMBIA ST CHAPEL HILL NC 27514;41;B;M;N;TAKEN INTO CUSTODY (WARRANT/LP);Y;UNARMED
31678;2014-03-29;5:44;SPEEDING TO ELUDE ARREST;828 MARTIN LUTHER KING JR BLVD CHAPEL HILL NC 27514;18;B;M;N;TAKEN INTO CUSTODY (WARRANT/LP);U;UNARMED
31682;2014-03-29;22:05;IMPAIRED DRIVING DWI;1740 FORDHAM BLVD CHAPEL HILL NC 27517;34;W;M;N;ON VIEW;Y;UNARMED
31696;2014-03-31;16:50;P M/ W/S/D ON/OR WITHIN 1000FT PUBLIC PARK PROPERTY  F;200 BLOCK BROAD STREET CHAPEL HILL NC 27514;43;B;M;;ON VIEW;U;UNARMED
31692;2014-03-31;21:49;CONSUME ALCOHOLIC BEVERAGE LESS THAN 21;706 GOMAINS AVE CHAPEL HILL NC 27516;;;;;SUMMONED/CITED;Y;UNARMED
31700;2014-04-02;7:15;OPEN BEVERAGE;316 W ROSEMARY ST CHAPEL HILL NC 27516;53;W;M;H;SUMMONED/CITED;Y;UNARMED
31716;2014-04-04;23:05;RESISTING ARREST;108 HENDERSON ST CHAPEL HILL NC 27514;33;W;M;N;ON VIEW;Y;UNARMED
31721;2014-04-05;0:50;CONSUME ALCOHOLIC BEVERAGE LESS THAN 21;HENDERSON ST & E FRANKLIN ST CHAPEL HILL NC 27514;19;B;F;;SUMMONED/CITED;Y;UNARMED
31717;2014-04-05;2:45;2ND DEGREE TRESPASS;128 E FRANKLIN ST CHAPEL HILL NC 27514;22;W;M;;SUMMONED/CITED;Y;UNARMED
31723;2014-04-05;3:19;CONSUMING ON UNAUTHORIZED PREMISES;300 MCCAULEY ST CHAPEL HILL NC 27516;21;W;M;;SUMMONED/CITED;Y;UNARMED
31739;2014-04-05;3:52;FAIL TO APPEAR/COMPL  M;828 MARTIN LUTHER KING JR BLVD CHAPEL HILL NC 27514;45;U;M;;TAKEN INTO CUSTODY (WARRANT/LP);N;UNARMED
31731;2014-04-05;7:43;COMMON LAW FORGERY;751 TRINITY CT CHAPEL HILL NC 27516;24;B;F;N;TAKEN INTO CUSTODY (WARRANT/LP);N;UNARMED
31733;2014-04-05;9:52;2ND DEGREE TRESPASS;351 SOUTH RD CHAPEL HILL NC 27514;25;W;M;N;SUMMONED/CITED;N;UNARMED
31742;2014-04-06;11:37;BREAKING/ENTER-MISD;101 ISLEY ST CHAPEL HILL NC 27516;18;B;M;N;ON VIEW;N;UNARMED
31743;2014-04-07;3:28;FAIL TO APPEAR/COMPL  M;1500 E FRANKLIN ST CHAPEL HILL NC 27514;38;B;M;N;TAKEN INTO CUSTODY (WARRANT/LP);Y;UNARMED
31744;2014-04-07;21:26;POSSESSION MARIJUANA;250 ERWIN RD/SAGE RD CHAPEL HILL NC 27514;20;W;M;;TAKEN INTO CUSTODY (WARRANT/LP);Y;UNARMED
31750;2014-04-08;18:20;POSSESSION MARIJUANA;149 E FRANKLIN ST CHAPEL HILL NC 27514;54;W;M;N;SUMMONED/CITED;Y;UNARMED
31755;2014-04-09;23:09;FAIL TO APPEAR/COMPL;ESTES DR EXT CHAPEL HILL NC 27516;19;B;M;N;TAKEN INTO CUSTODY (WARRANT/LP);N;UNARMED
31756;2014-04-10;0:23;POSS MARIJUANA FEL;MLK AT AIRPORT DR CHAPEL HILL NC 27514;24;B;M;N;ON VIEW;U;UNARMED
31769;2014-04-10;22:03;FAIL TO APPEAR/COMPL;126 W FRANKLIN ST CHAPEL HILL NC 27516;43;B;M;N;TAKEN INTO CUSTODY (WARRANT/LP);U;UNARMED
31784;2014-04-11;2:23;IMPAIRED DRIVING DWI;HENDERSON AT ROSEMARY CHAPEL HILL NC 27516;30;B;M;;ON VIEW;Y;UNARMED
31773;2014-04-11;22:15;IMPAIRED DRIVING DWI;500 UMSTEAD DR CHAPEL HILL NC 27516;43;W;F;N;ON VIEW;Y;UNARMED
31774;2014-04-12;2:10;IMPAIRED DRIVING DWI;E FRANKLIN ST // COUCH RD CHAPEL HILL NC 27514;23;W;M;N;ON VIEW;Y;UNARMED
31779;2014-04-13;0:27;NOISE ORDINANCE VIOLATION;211 MARILYN LN CHAPEL HILL NC 27514;22;W;F;;SUMMONED/CITED;Y;UNARMED
31788;2014-04-14;1:41;OPEN CONTAINER;125 E FRANKLIN ST CHAPEL HILL NC 27514;57;W;M;;SUMMONED/CITED;Y;UNARMED
31786;2014-04-14;20:10;FAIL RETUR RENT PROP;602 SYKES ST CHAPEL HILL NC 27516;25;B;M;N;SUMMONED/CITED;N;UNARMED
31792;2014-04-15;13:33;FAIL TO REPORT ACCIDENT;150 E ROSEMARY ST CHAPEL HILL NC 27514;39;W;F;H;SUMMONED/CITED;N;UNARMED
31793;2014-04-15;13:50;LARCENY;383 MARTIN LUTHER KING JR BLVD CHAPEL HILL NC 27514;21;W;M;N;SUMMONED/CITED;N;UNARMED
31795;2014-04-16;10:58;FAIL TO APPEAR/COMPL;179 E FRANKLIN ST CHAPEL HILL NC 27514;19;B;M;N;TAKEN INTO CUSTODY (WARRANT/LP);N;UNARMED
31803;2014-04-19;22:27;FAIL TO APPEAR/COMPL;218 GLENMORE RD CHAPEL HILL NC 27516;24;W;M;;TAKEN INTO CUSTODY (WARRANT/LP);Y;UNARMED
31813;2014-04-23;10:27;STALKING;213 CONNER DRIVE CHAPEL HILL NC 27514;30;W;M;N;TAKEN INTO CUSTODY (WARRANT/LP);N;UNARMED
31824;2014-04-24;20:25;WARRANT FOR ARREST;130 S ESTES DR CHAPEL HILL NC 27514;50;B;M;N;TAKEN INTO CUSTODY (WARRANT/LP);U;UNARMED
31825;2014-04-24;23:50;POSS FRAUDULENT FORMS OF ID;112 1/2 W FRANKLIN ST CHAPEL HILL NC 27516;20;W;F;;SUMMONED/CITED;Y;UNARMED
31830;2014-04-25;2:25;OPEN CONTAINER;CHURCH ST // SHORT ST CHAPEL HILL NC 27514;22;W;M;N;SUMMONED/CITED;Y;UNARMED
31835;2014-04-25;23:40;POSS OR MANUFACTURE  FRAUDULENT FORMS OF ID;110 W CAMERON AVE/PITTSBORO ST CHAPEL HILL NC 27516;19;W;F;N;SUMMONED/CITED;Y;UNARMED
31852;2014-04-26;10:35;FAIL TO APPEAR/COMPL;732 PRITCHARD AVE EXT CHAPEL HILL NC 27516;18;B;F;N;TAKEN INTO CUSTODY (WARRANT/LP);N;UNARMED
31838;2014-04-26;12:31;FAIL TO APPEAR/COMPL;UNC HOSPITAL CHAPEL HILL NC 27514;28;W;F;N;TAKEN INTO CUSTODY (WARRANT/LP);Y;UNARMED
31840;2014-04-26;22:02;RESISTING ARREST;828 MARTIN LUTHER KING JR BLVD CHAPEL HILL NC 27514;22;W;M;N;TAKEN INTO CUSTODY (WARRANT/LP);N;UNARMED
31843;2014-04-26;23:22;RESIST  DELAY  OBSTRUCT;E ROSEMARY ST // MLK JR BLVD CHAPEL HILL NC 27514;19;W;M;N;SUMMONED/CITED;U;UNARMED
31845;2014-04-26;23:40;OPEN CONTAINER;100 BLOCK MALLETTE ST CHAPEL HILL NC 27516;29;W;M;H;SUMMONED/CITED;Y;UNARMED
31848;2014-04-27;1:14;UNDERAGE POSSESSION;112 1/2 W. FRANKLIN ST CHAPEL HILL NC 27516;19;W;M;N;SUMMONED/CITED;Y;UNARMED
31849;2014-04-27;1:23;IMPAIRED DRIVING DWI;300 BLOCK W FRANKLIN ST CHAPEL HILL NC 27514;58;W;M;N;ON VIEW;Y;UNARMED
31860;2014-04-28;16:44;CONCEALING MDSE;2100 GRANVILLE TOWERS SOUTH CHAPEL HILL NC 27514;24;W;M;N;ON VIEW;Y;UNARMED
31862;2014-04-29;10:07;STATUTORY RAPE / SEX OFFENSE;828 MARTIN LUTHER KING JR BLVD CHAPEL HILL NC 27514;27;B;F;N;TAKEN INTO CUSTODY (WARRANT/LP);N;UNARMED
31871;2014-05-01;22:12;SELL COCAINE  F;OAK AVE AT POPLAR DRIVE CARRBORO NC 27510;23;B;M;;TAKEN INTO CUSTODY (WARRANT/LP);N;UNARMED
31876;2014-05-02;2:52;IMPAIRED DRIVING DWI;1398 E FRANKLIN ST CHAPEL HILL NC 27514;28;W;M;H;ON VIEW;Y;UNARMED
31886;2014-05-02;15:16;NDL - OPERATOR OR CHAUFFER;324 W ROSEMARY ST CHAPEL HILL NC 27516;27;W;M;H;ON VIEW;N;UNARMED
31887;2014-05-03;18:28;IMPAIRED DRIVING DWI;W FRANKLIN AND ROBERSON CHAPEL HILL NC 27514;22;W;F;;ON VIEW;Y;UNARMED
31891;2014-05-03;20:20;OPEN CONTAINER;525 E FRANKLIN ST/N BOUNDARY ST CHAPEL HILL NC 27514;38;A;M;N;SUMMONED/CITED;Y;UNARMED
31910;2014-05-07;16:47;ASSAULT ON GOVERNMENT OFFICIAL;1006 S COLUMBIA ST CHAPEL HILL NC 27514;;;;;TAKEN INTO CUSTODY (WARRANT/LP);U;UNARMED
31917;2014-05-09;23:27;CONSUME ALCOHOLIC BEVERAGE LESS THAN 21;159 E FRANKLIN ST CHAPEL HILL NC 27514;19;B;F;N;TAKEN INTO CUSTODY (WARRANT/LP);N;UNARMED
31919;2014-05-10;2:32;SIMPLE POSSESSION OF MARIJUANA;HENDERSON ST // E ROSEMARY ST CHAPEL HILL NC 27514;21;B;M;N;SUMMONED/CITED;Y;UNARMED
31923;2014-05-10;18:02;OPEN CONTAINER;179 E ROSEMARY ST CHAPEL HILL NC 27514;23;W;M;;SUMMONED/CITED;Y;UNARMED
31922;2014-05-10;18:55;IMPAIRED DRIVING DWI;OLD MASON FARM ROAD CHAPEL HILL NC;59;W;M;N;ON VIEW;Y;UNARMED
31932;2014-05-12;22:18;DRUG PARAPHERNALIA/ CRACK PIPE;159 E FRANKLIN ST CHAPEL HILL NC 27514;35;B;M;N;ON VIEW;Y;UNARMED
31937;2014-05-13;18:26;ASSAULT-SIMPLE;109 ASHLEY FOREST RD CHAPEL HILL NC 27514;20;B;M;N;TAKEN INTO CUSTODY (WARRANT/LP);N;UNARMED
31943;2014-05-14;15:00;FAIL TO APPEAR/COMPL;500 GOMAINS AVE CHAPEL HILL NC 27516;37;B;M;;TAKEN INTO CUSTODY (WARRANT/LP);N;UNARMED
31957;2014-05-17;8:30;FRAUD-OBT PROPERTY;12500 US 15-501 NORTH CHAPEL HILL NC 27517;24;B;F;N;TAKEN INTO CUSTODY (WARRANT/LP);N;UNARMED
31966;2014-05-17;9:37;FORGERY OF INSTRUMENT;828 MARTIN LUTHER KING JR BLVD CHAPEL HILL NC 27514;31;B;F;;TAKEN INTO CUSTODY (WARRANT/LP);N;UNARMED
31959;2014-05-17;19:29;ASSAULT-SIMPLE;1810 DURHAM CHAPEL HILL BLVD CHAPEL HILL NC 27514;60;W;M;N;SUMMONED/CITED;N;UNARMED
31973;2014-05-20;21:09;DRUGS-POSS SCHED II;101 MANNING DR CHAPEL HILL NC 27514;50;W;F;N;TAKEN INTO CUSTODY (WARRANT/LP);N;UNARMED
31976;2014-05-20;21:45;MAINTAIN VEHICLE;NEW STATESIDE DR AT MLK JR. BLVD CHAPEL HILL NC 27514;23;W;M;H;ON VIEW;Y;UNARMED
31980;2014-05-22;21:20;DRUNK / DISRUPTIVE;BUS STOP AT E FRANKLIN ST AND ELLIOTT RD CHAPEL HILL NC 27514;57;B;M;N;ON VIEW;Y;UNARMED
31987;2014-05-23;18:07;POSSESSION MARIJUANA;157 E FRANKLIN ST CHAPEL HILL NC 27514;19;B;M;N;TAKEN INTO CUSTODY (WARRANT/LP);Y;UNARMED
32005;2014-05-27;9:42;LARCENY -  ALL OTHER;409 W FRANKLIN ST CHAPEL HILL NC 27516;20;W;M;H;ON VIEW;U;HANDGUN
32007;2014-05-27;17:04;PUBLIC CONSUMPTION;100 S COLUMBIA ST CHAPEL HILL NC 27516;43;B;M;N;SUMMONED/CITED;Y;UNARMED
32019;2014-05-30;6:55;ASSAULT-SIMPLE;751 TRINITY CT CHAPEL HILL NC 27516;23;B;F;N;SUMMONED/CITED;N;UNARMED
32020;2014-05-30;19:07;FAIL TO APPEAR/COMPL;110 WEST FRANKLIN STREET CHAPEL HILL NC 27514;52;B;M;N;TAKEN INTO CUSTODY (WARRANT/LP);Y;UNARMED
32025;2014-05-31;18:26;MISUSE OF 911;500 UMSTEAD DR CHAPEL HILL NC 27516;48;W;F;N;ON VIEW;Y;UNARMED
32030;2014-06-02;5:55;BREAKING/ENTER-MISD;106 EPHESUS CHURCH RD CHAPEL HILL NC 27517;28;W;M;;ON VIEW;Y;UNARMED
32045;2014-06-05;19:45;1ST DEGREE TRESPASS;108 E FRANKLIN ST CHAPEL HILL NC 27514;53;W;M;H;SUMMONED/CITED;Y;UNARMED
32056;2014-06-07;2:20;IMPAIRED DRIVING DWI;E FRANKLIN ST // HILLSBOROUGH ST CHAPEL HILL NC 27514;25;B;M;N;ON VIEW;Y;UNARMED
32058;2014-06-08;0:56;ASSAULT ON FEMALE;210 PINEGATE CIR CHAPEL HILL NC 27514;47;W;M;N;ON VIEW;Y;UNARMED
32063;2014-06-10;11:05;PROBATION VIOLATION;179 E FRANKLIN ST CHAPEL HILL NC 27514;28;W;M;;TAKEN INTO CUSTODY (WARRANT/LP);U;UNARMED
32064;2014-06-10;16:26;PROBATION VIOLATION;179 E FRANKLIN ST CHAPEL HILL NC 27514;59;B;M;N;TAKEN INTO CUSTODY (WARRANT/LP);Y;UNARMED
32065;2014-06-10;20:04;CONSUMING ON UNAUTHORIZED PREMISES;310 W FRANKLIN ST CHAPEL HILL NC 27516;62;B;M;;SUMMONED/CITED;Y;UNARMED
32094;2014-06-12;20:49;CONSUMING ON UNAUTHORIZED PREMISES;325 W ROSEMARY ST CHAPEL HILL NC 27516;59;W;F;N;SUMMONED/CITED;Y;UNARMED
32078;2014-06-13;2:27;FTA-POSSESSION MARIJUANA;E FRANKLIN ST AND PARK PL CHAPEL HILL NC 27516;28;B;M;N;TAKEN INTO CUSTODY (WARRANT/LP);N;UNARMED
32092;2014-06-13;5:46;DRUG PARAPHERNALIA;501 NC HWY 54 CARRBORO NC 27510;26;W;F;;ON VIEW;U;UNARMED
32083;2014-06-14;5:13;IMPAIRED DRIVING DWI;W FRANKLIN ST AND MALLETTE ST CHAPEL HILL NC 27514;22;W;F;;ON VIEW;Y;UNARMED
32088;2014-06-15;3:02;IMPAIRED DRIVING DWI;E FRANKLIN ST AND MILTON AVE CHAPEL HILL NC 27514;29;A;M;;ON VIEW;Y;UNARMED
32090;2014-06-15;3:47;IMPAIRED DRIVING DWI;215 COLUMBIA PL W CHAPEL HILL NC 27516;32;B;M;N;ON VIEW;Y;UNARMED
32089;2014-06-15;4:57;ASSAULT BY STRANGULATION  F;VANCE ST CHAPEL HILL NC 27278;23;W;M;N;ON VIEW;Y;UNARMED
32093;2014-06-16;13:39;IMPAIRED DRIVING DWI;UNC ER CHAPEL HILL NC;66;W;F;;SUMMONED/CITED;Y;UNARMED
32098;2014-06-16;20:22;P/W/I/S/D MARIJUANA;BATTLE LN CHAPEL HILL NC 27516;43;B;M;N;ON VIEW;U;UNARMED
32103;2014-06-18;3:35;IMPAIRED DRIVING DWI;FRANKLIN AND BOUNDARY ST CHAPEL HILL NC 27514;21;B;M;N;ON VIEW;Y;UNARMED
32108;2014-06-18;16:11;FAIL TO APPEAR/COMPL;828 MARTIN LUTHER KING JR BLVD CHAPEL HILL NC 27514;25;B;M;N;TAKEN INTO CUSTODY (WARRANT/LP);N;UNARMED
32128;2014-06-21;22:00;POSSESSION MARIJUANA;2811 HOMESTEAD RD CHAPEL HILL NC 27516;32;W;M;N;SUMMONED/CITED;U;UNARMED
32122;2014-06-22;2:22;IMPAIRED DRIVING DWI;RALEIGH RD AND HAMILTON RD CHAPEL HILL NC 27514;21;W;M;;ON VIEW;Y;UNARMED
32124;2014-06-22;14:08;DISORDERLY CONDUCT   CURSING  M;100 W ROSEMARY ST CHAPEL HILL NC 27516;29;B;M;N;ON VIEW;U;UNARMED
32130;2014-06-23;7:33;FAILURE TO REPAIR DWELLING;613 SHADY LAWN RD CHAPEL HILL NC 27514;44;W;F;;SUMMONED/CITED;N;UNARMED
32133;2014-06-23;16:45;OPEN CONTAINER OF ALCOHOL;TIMBER HOLLOW PVA CHAPEL HILL NC 27514;21;B;M;N;ON VIEW;Y;UNARMED
32134;2014-06-24;13:03;ASSAULT ON TRANSIT OFFICER;E. FRANKLIN STREET NEAR ESTES DR CHAPEL HILL NC 27514;39;A;M;N;ON VIEW;Y;UNARMED
32138;2014-06-24;21:18;OPEN CONTAINER;137 E FRANKLIN ST CHAPEL HILL NC 27514;54;W;M;N;SUMMONED/CITED;Y;UNARMED
32140;2014-06-26;21:08;SIMPLE POSSESSION MARIJUANA;E FRANKLIN ST // ELIZABETH ST CHAPEL HILL NC 27514;21;W;M;;SUMMONED/CITED;Y;UNARMED
32150;2014-06-28;14:10;OPEN CONTAINER;140 E FRANKLIN ST CHAPEL HILL NC 27514;48;B;M;N;SUMMONED/CITED;Y;UNARMED
32154;2014-06-28;21:51;OPEN CONTAINER;100 N COLUMBIA ST CHAPEL HILL NC 27514;59;B;M;N;SUMMONED/CITED;Y;UNARMED
32156;2014-06-28;22:37;OPEN CONTAINER;108 EAST FRANKLIN STREET CHAPEL HILL NC;59;B;M;N;SUMMONED/CITED;Y;UNARMED
32158;2014-06-29;2:49;RESISTING ARREST;210 PINEGATE CIR CHAPEL HILL NC 27514;43;W;F;N;ON VIEW;Y;UNARMED
32167;2014-07-01;20:57;WARRANT FOR ARREST;110 W FRANKLIN ST CHAPEL HILL NC 27516;59;B;M;N;TAKEN INTO CUSTODY (WARRANT/LP);Y;UNARMED
32171;2014-07-02;7:22;MISDEMEANOR LARCENY;416 SEVERIN ST CHAPEL HILL NC 27516;54;W;F;N;TAKEN INTO CUSTODY (WARRANT/LP);N;UNARMED
32175;2014-07-02;15:20;FAIL TO APPEAR/COMPL;828 MARTIN LUTHER KING JR BLVD CHAPEL HILL NC 27514;22;I;M;N;TAKEN INTO CUSTODY (WARRANT/LP);N;UNARMED
32179;2014-07-03;19:05;FAIL TO APPEAR/COMPL;104 BAYWOOD PL CHAPEL HILL NC 27516;21;W;M;H;TAKEN INTO CUSTODY (WARRANT/LP);N;UNARMED
32189;2014-07-05;1:30;RAPE 1ST DEGREE  F;601 GOMAINS AVE CHAPEL HILL NC 27278;42;B;M;;ON VIEW;Y;UNARMED
32187;2014-07-05;22:57;FAIL TO APPEAR/COMPL;310 W FRANKLIN ST CHAPEL HILL NC 27516;62;B;M;N;TAKEN INTO CUSTODY (WARRANT/LP);Y;UNARMED
32194;2014-07-06;3:54;FAIL TO APPEAR/COMPL;5623 DURHAM-CHAPEL HILL BLVD CHAPEL HILL NC 27514;33;B;M;N;TAKEN INTO CUSTODY (WARRANT/LP);N;UNARMED
32215;2014-07-11;19:58;OPEN CONTAINER;150 E FRANKLIN ST CHAPEL HILL NC 27514;62;B;M;N;SUMMONED/CITED;Y;UNARMED
32225;2014-07-15;1:25;DRUG PARAPHERNALIA;MLK JR. BLVD./TIMBER HOLLOW CT CHAPEL HILL NC 27514;;;;;SUMMONED/CITED;Y;UNARMED
32232;2014-07-17;10:30;LARCENY -  ALL OTHER;1800 E FRANKLIN ST CHAPEL HILL NC 27514;38;B;M;N;SUMMONED/CITED;N;UNARMED
32236;2014-07-19;18:46;ASSAULT ON FEMALE/SIMPLE ASSAULT;828 MARTIN LUTHER KING JR BLVD CHAPEL HILL NC 27514;24;B;M;N;TAKEN INTO CUSTODY (WARRANT/LP);N;UNARMED
32244;2014-07-20;0:53;OPEN CONTAINER;W ROSEMARY ST CHAPEL HILL NC 27516;21;W;M;N;SUMMONED/CITED;Y;UNARMED
32250;2014-07-20;19:48;RESISTING ARREST;137 E FRANKLIN ST CHAPEL HILL NC 27514;27;B;F;N;SUMMONED/CITED;Y;UNARMED
